"x1" "wt" "x3" "x4"
"1" 0.788559269637046 0.0208385377191007 0.0288803027942777 0.533365751679963
"2" -2.24277201120208 0.627493491861969 2.38393334845517 0.591819558555541
"3" -0.898257035202629 0.0234926550183445 0.754331879275751 0.592975680194985
"4" -1.12426307975605 0.643351888284087 0.131072786636651 -0.810041544317583
"5" -1.68966078967789 0.80836055171676 2.17153819606547 -0.101321904703766
"6" -0.271866823094314 0.864555266452953 0.306796287652105 -0.15415628068109
"7" -0.0936101737067818 0.544887990923598 1.88481043457034 -0.979731893290098
"8" 0.246570068222816 0.603903690585867 0.488965115975589 -0.137607681974445
"9" -0.180306148457716 0.623332048999146 1.33787103645028 0.330719354621379
"10" -0.562600991772647 0.783990072086453 0.458539590705186 1.82601511485208
"11" 0.248978536728719 0.956081161741167 0.0742037608288229 -1.1240375292921
"12" 0.480873170693414 0.162787642795593 1.70975944284973 -0.789116067039901
"13" 1.18418543457507 0.544103279476985 0.885002192067814 0.352598301855115
"14" 0.0399314317148305 0.516575507353991 1.38350959211112 -0.070272798892691
"15" -0.743134850827489 0.0115567031316459 1.51667120858076 -1.64458799891322
"16" 1.79049197234404 0.543020981363952 0.371456308324306 -0.03650301559033
"17" 0.911529329622313 0.491979317506775 1.43104731838139 -2.03523742282301
"18" 0.239819817094491 0.493227610830218 0.607135588303208 0.321962850310557
"19" 0.599762986987763 0.768854942871258 1.41420470826057 -1.35747001194837
"20" -0.781220772611349 0.283550093416125 1.24414420123668 -0.244889156618615
"21" 0.482684582846387 0.795415580039844 0.536261932458729 0.233077900237355
"22" -1.54974675581572 0.41262641409412 2.39106482730425 0.0391428006273072
"23" -1.18532051968775 0.66726331715472 0.575227151624858 -0.476264910776501
"24" -0.0788488985110177 0.177584266522899 3.34184671176558 -0.911182654612626
"25" -0.959162292335505 0.854837628547102 1.23865021761031 -0.335295702675605
"26" -0.955020145567883 0.870085360016674 0.353797853924334 -0.0499324577054444
"27" -0.64881993918618 0.968981316080317 0.392179913818836 -1.58059206106371
"28" 0.669800065559406 0.898112388560548 1.11093749474258 2.13298329426943
"29" 0.360747611778328 0.694598234025761 0.70616689493857 -0.552456032923897
"30" 0.692471964251956 0.0361560944002122 0.860760435419989 -0.277588239523254
"31" 2.39237302187463 0.967214384814724 1.27737104702265 -0.825381572555072
"32" -0.330890706613371 0.313135410193354 0.521962025202811 2.22699381348313
"33" 0.308627660188249 0.245162630453706 0.844270750838232 -0.824954487215195
"34" 1.47585143785718 0.0166298269759864 0.82011662140013 -0.915659508735631
"35" -2.4856146155934 0.0892826777417213 0.385062614308317 -0.579204253571437
"36" 1.63827119664075 0.367708096746355 0.109650320839137 -0.88105038122032
"37" -1.45986950651201 0.51200197567232 1.38177635423363 -0.944958799232676
"38" 0.29238094228515 0.0369208571501076 0.684815808199346 -0.947670123070537
"39" -2.20640532331058 0.822042765328661 0.713905217676673 0.763140714722099
"40" 0.429101358128539 0.138464104151353 2.9194992033947 1.38649240002487
"41" 0.333465829012398 0.767249356256798 0.470870161894709 -0.00645523344088308
"42" 0.849776718899067 0.431194227188826 0.863589194561255 -0.878046763853614
"43" 0.389484105538651 0.187283080536872 1.60106224372032 0.214393549012213
"44" 0.0472901658929135 0.0442895761225373 2.38427330727193 -0.596512056784099
"45" -0.297923263725086 0.500976818846539 1.30045896857501 0.0328991931789237
"46" 0.996864468608642 0.417354138335213 0.647352604661137 0.286894372365191
"47" 0.159993752069637 0.338920609327033 0.775662478948844 0.306174843105788
"48" 0.830628410357348 0.0206103434320539 1.88315997823122 2.10658010923009
"49" 0.17964437845819 0.86290848441422 1.23315164253991 -0.0312696123136678
"50" -1.24435396737757 0.248353133443743 1.45446416454603 -0.160843356798847
